customer_id,contract_id,invoice_date,renewal_date,product,amount,currency,region
CUST-001559,CTR-2021-002936,2021-04-28,2021-05-28,API Gateway,185.82,USD,North America
CUST-001615,CTR-2019-003038,2021-04-28,2021-05-28,Core Platform - Starter,858.08,AUD,APAC
CUST-001631,CTR-2020-003069,2021-04-28,2022-01-28,Premium Support,5859.71,GBP,EMEA
CUST-001726,CTR-2020-003240,2021-04-28,2022-04-28,Advanced Analytics,7364.63,SGD,APAC
CUST-002111,CTR-2020-003949,2021-04-28,2021-05-28,Core Platform - Enterprise,12168.41,SGD,APAC
CUST-002337,CTR-2020-004373,2021-04-28,2021-05-28,Core Platform - Starter,72.00,EUR,EMEA
CUST-002376,CTR-2020-004440,2021-04-28,2021-05-28,Core Platform - Professional,146.31,USD,North America
CUST-002444,CTR-2020-004574,2021-04-28,2022-04-28,Advanced Analytics,98940.04,BRL,LATAM
CUST-002444,CTR-2020-004575,2021-04-28,2021-07-28,Premium Support,10188.38,BRL,LATAM
CUST-002471,CTR-2020-004634,2021-04-28,2021-05-28,Core Platform - Professional,880.44,BRL,LATAM
CUST-002542,CTR-2019-004771,2021-04-28,2021-05-28,Core Platform - Professional,782.30,USD,North America
CUST-002611,CTR-2021-004910,2021-04-28,2021-05-28,Core Platform - Professional,145.77,USD,North America
CUST-002629,CTR-2020-004953,2021-04-28,2021-10-28,Core Platform - Professional,424.26,USD,North America
CUST-002855,CTR-2020-005390,2021-04-28,2021-12-28,Core Platform - Professional,281.48,AUD,APAC
CUST-002994,CTR-2020-005651,2021-04-28,2021-05-28,API Gateway,259.86,SGD,APAC
CUST-003126,CTR-2021-005879,2021-04-28,2022-03-28,Core Platform - Professional,143.79,USD,North America
CUST-003193,CTR-2020-006001,2021-04-28,2021-05-28,Core Platform - Professional,141.87,USD,North America
CUST-003260,CTR-2020-006123,2021-04-28,2021-07-28,Core Platform - Enterprise,2499.40,USD,North America
CUST-003260,CTR-2020-006126,2021-04-28,2021-07-28,Mobile Field App,106.54,USD,North America
CUST-003368,CTR-2020-006329,2021-04-28,2022-01-28,Core Platform - Enterprise,328864.78,USD,North America
CUST-003395,CTR-2019-006374,2021-04-28,2021-07-28,Core Platform - Professional,278.49,USD,North America
CUST-003532,CTR-2019-006635,2021-04-28,2021-05-28,Single Sign-On,87.26,CHF,EMEA
CUST-003552,CTR-2021-006676,2021-04-28,2021-05-28,Core Platform - Professional,145.31,USD,North America
CUST-003609,CTR-2020-006782,2021-04-28,2021-05-28,Core Platform - Professional,399.94,USD,North America
CUST-003640,CTR-2020-006843,2021-04-28,2021-05-28,API Gateway,769.50,AED,EMEA
CUST-003695,CTR-2020-006944,2021-04-28,2021-05-28,Core Platform - Professional,671.77,USD,North America
CUST-003731,CTR-2019-007004,2021-04-28,2021-05-28,Core Platform - Starter,15950.00,INR,APAC
CUST-003731,CTR-2020-007005,2021-04-28,2021-05-28,Advanced Analytics,8538.29,INR,APAC
CUST-000012,CTR-2020-000032,2021-04-29,2022-03-29,Core Platform - Starter,4319.06,INR,APAC
CUST-000040,CTR-2021-000090,2021-04-29,2022-03-29,Mobile Field App,2587.70,USD,North America
CUST-000124,CTR-2021-000248,2021-04-29,2022-04-29,Core Platform - Enterprise,212131.85,CAD,North America
CUST-000126,CTR-2020-000252,2021-04-29,2021-08-29,Core Platform - Starter,307.44,NZD,APAC
CUST-000198,CTR-2019-000387,2021-04-29,2022-03-29,Core Platform - Enterprise,4663.17,EUR,EMEA
CUST-000332,CTR-2021-000647,2021-04-29,2021-05-29,Workflow Automation,145.34,SGD,APAC
CUST-000613,CTR-2020-001170,2021-04-29,2021-10-29,Core Platform - Enterprise,108423.80,EUR,EMEA
CUST-001115,CTR-2021-002118,2021-04-29,2021-05-29,Core Platform - Professional,19733,JPY,APAC
CUST-001393,CTR-2020-002601,2021-04-29,2021-06-29,Core Platform - Starter,53.66,USD,North America
CUST-001427,CTR-2019-002667,2021-04-29,2021-10-29,Core Platform - Starter,41.47,GBP,EMEA
CUST-001745,CTR-2020-003273,2021-04-29,2022-03-29,Data Warehouse Sync,1204.40,USD,North America
CUST-002445,CTR-2020-004578,2021-04-29,2021-09-29,Core Platform - Professional,329.00,EUR,EMEA
CUST-002555,CTR-2020-004796,2021-04-29,2021-08-29,Core Platform - Enterprise,21288.89,CAD,North America
CUST-002929,CTR-2020-005519,2021-04-29,2022-01-29,Data Warehouse Sync,1244.92,CHF,EMEA
CUST-003024,CTR-2020-005699,2021-04-29,2021-09-29,Core Platform - Professional,178.79,USD,North America
CUST-003024,CTR-2021-005700,2021-04-29,2021-05-29,Single Sign-On,82.32,USD,North America
CUST-003039,CTR-2021-005725,2021-04-29,2022-01-29,Premium Support,234.12,USD,North America
CUST-003073,CTR-2020-005780,2021-04-29,2021-12-29,Core Platform - Starter,377.23,AUD,APAC
CUST-003112,CTR-2020-005855,2021-04-29,2021-09-29,Core Platform - Enterprise,6783.29,USD,LATAM
CUST-003222,CTR-2019-006056,2021-04-29,2021-06-29,Core Platform - Professional,12534.74,AED,EMEA
CUST-003222,CTR-2020-006057,2021-04-29,2021-06-29,API Gateway,2084.64,AED,EMEA
CUST-003326,CTR-2019-006244,2021-04-29,2021-09-29,Security & Compliance Suite,2757.04,EUR,EMEA
CUST-003326,CTR-2021-006240,2021-04-29,2022-03-29,Advanced Analytics,17806.92,EUR,EMEA
CUST-003418,CTR-2020-006421,2021-04-29,2021-11-29,Workflow Automation,27.16,USD,North America
CUST-003446,CTR-2020-006472,2021-04-29,2021-07-29,Core Platform - Enterprise,13226.67,CHF,EMEA
CUST-003446,CTR-2020-006473,2021-04-29,2021-07-29,Premium Support,722.97,CHF,EMEA
CUST-003454,CTR-2020-006490,2021-04-29,2021-07-29,API Gateway,615.27,USD,North America
CUST-000109,CTR-2019-000222,2021-04-30,2021-11-30,Core Platform - Enterprise,4121966,JPY,APAC
CUST-000109,CTR-2020-000223,2021-04-30,2021-05-30,Advanced Analytics,808614,JPY,APAC
CUST-000436,CTR-2020-000846,2021-04-30,2021-12-30,Core Platform - Professional,202.11,CAD,North America
CUST-000857,CTR-2020-001626,2021-04-30,2021-10-31,Premium Support,833.93,USD,North America
CUST-000857,CTR-2021-001625,2021-04-30,2021-05-30,Single Sign-On,226.55,USD,North America
CUST-000858,CTR-2019-001627,2021-04-30,2021-12-30,Core Platform - Professional,631.02,GBP,EMEA
CUST-000858,CTR-2020-001628,2021-04-30,2022-03-30,Single Sign-On,72.70,GBP,EMEA
CUST-001056,CTR-2019-001999,2021-04-30,2021-10-31,Core Platform - Starter,2506.33,CAD,North America
CUST-001214,CTR-2020-002288,2021-04-30,2022-03-31,Core Platform - Enterprise,17669.27,EUR,EMEA
CUST-001343,CTR-2019-002519,2021-04-30,2021-06-01,Core Platform - Starter,2681,JPY,APAC
CUST-001359,CTR-2021-002543,2021-04-30,2022-04-30,Core Platform - Starter,129.69,CAD,North America
CUST-001359,CTR-2021-002544,2021-04-30,2021-05-30,API Gateway,264.54,CAD,North America
CUST-001411,CTR-2019-002643,2021-04-30,2021-06-30,Workflow Automation,141.56,USD,North America
CUST-001437,CTR-2020-002696,2021-04-30,2021-07-31,Workflow Automation,3776.97,EUR,EMEA
CUST-001654,CTR-2020-003105,2021-04-30,2021-07-30,Core Platform - Enterprise,32672.90,GBP,EMEA
CUST-001803,CTR-2021-003393,2021-04-30,2021-05-30,Core Platform - Professional,137.70,USD,North America
CUST-001955,CTR-2019-003665,2021-04-30,2021-08-30,API Gateway,270.92,CAD,North America
CUST-001962,CTR-2021-003675,2021-04-30,2021-05-30,Core Platform - Professional,4426.51,EUR,EMEA
CUST-002102,CTR-2021-003939,2021-04-30,2022-03-31,Core Platform - Enterprise,3384.91,EUR,EMEA
CUST-002367,CTR-2020-004423,2021-04-30,2021-09-30,Core Platform - Professional,1381.63,GBP,EMEA
CUST-002414,CTR-2020-004517,2021-04-30,2021-09-30,Sandbox Environment,12256.54,INR,APAC
CUST-002716,CTR-2020-005119,2021-04-30,2021-06-30,Core Platform - Professional,271.47,USD,North America
CUST-002719,CTR-2019-005125,2021-04-30,2021-10-31,Advanced Analytics,1368029,JPY,APAC
CUST-002964,CTR-2020-005595,2021-04-30,2021-08-30,Single Sign-On,581.37,CAD,North America
CUST-003029,CTR-2020-005712,2021-04-30,2022-01-30,Single Sign-On,227.15,EUR,EMEA
CUST-003059,CTR-2020-005757,2021-04-30,2021-12-30,Core Platform - Professional,2581.47,MXN,LATAM
CUST-003083,CTR-2020-005798,2021-04-30,2021-09-30,Core Platform - Professional,381.51,USD,North America
CUST-003495,CTR-2020-006560,2021-04-30,2021-06-30,Workflow Automation,257.74,USD,North America
CUST-000277,CTR-2021-000531,2021-05-01,2021-06-01,Core Platform - Professional,1056.90,USD,North America
CUST-000305,CTR-2020-000580,2021-05-01,2021-11-01,Core Platform - Professional,812.92,USD,North America
CUST-000309,CTR-2020-000589,2021-05-01,2021-11-01,Core Platform - Starter,58.77,USD,North America
CUST-000309,CTR-2021-000590,2021-05-01,2021-06-01,Premium Support,241.12,USD,North America
CUST-000390,CTR-2019-000761,2021-05-01,2021-06-01,Core Platform - Professional,656.00,GBP,EMEA
CUST-000408,CTR-2020-000795,2021-05-01,2021-06-01,Advanced Analytics,3241.75,INR,APAC
CUST-000534,CTR-2021-001007,2021-05-01,2021-06-01,Core Platform - Starter,54.93,USD,North America
CUST-000590,CTR-2020-001125,2021-05-01,2021-11-01,Advanced Analytics,713.05,USD,North America
CUST-000590,CTR-2021-001124,2021-05-01,2021-06-01,Single Sign-On,234.08,USD,North America
CUST-001038,CTR-2020-001960,2021-05-01,2021-06-01,Core Platform - Starter,55.49,USD,North America
CUST-001087,CTR-2021-002066,2021-05-01,2022-01-01,Core Platform - Professional,525.10,USD,North America
CUST-001397,CTR-2021-002610,2021-05-01,2022-01-01,Core Platform - Professional,3359.18,SGD,APAC
CUST-001895,CTR-2020-003550,2021-05-01,2022-05-01,Core Platform - Professional,43321,JPY,APAC
CUST-001980,CTR-2019-003710,2021-05-01,2022-05-01,Core Platform - Professional,436.96,EUR,EMEA
CUST-002212,CTR-2021-004148,2021-05-01,2022-04-01,Core Platform - Professional,1735.65,GBP,EMEA
CUST-002654,CTR-2020-005003,2021-05-01,2022-02-01,Core Platform - Enterprise,6120.04,EUR,EMEA
CUST-002703,CTR-2020-005095,2021-05-01,2021-11-01,Core Platform - Enterprise,11458.28,USD,North America
CUST-002703,CTR-2021-005098,2021-05-01,2022-02-01,Single Sign-On,682.26,USD,North America
CUST-002761,CTR-2019-005215,2021-05-01,2021-06-01,Core Platform - Professional,76389,JPY,APAC
CUST-002761,CTR-2019-005216,2021-05-01,2021-12-01,Workflow Automation,17017,JPY,APAC
CUST-002908,CTR-2020-005483,2021-05-01,2021-09-01,Core Platform - Professional,190.09,CAD,North America
CUST-003110,CTR-2020-005853,2021-05-01,2022-05-01,API Gateway,586.22,USD,North America
CUST-003173,CTR-2020-005969,2021-05-01,2021-06-01,Core Platform - Starter,54.54,USD,North America
CUST-003279,CTR-2020-006166,2021-05-01,2022-01-01,Premium Support,1184.42,AUD,APAC
CUST-003353,CTR-2021-006298,2021-05-01,2022-01-01,Core Platform - Starter,80.29,AUD,APAC
CUST-003505,CTR-2020-006580,2021-05-01,2022-01-01,Workflow Automation,114004,JPY,APAC
CUST-000134,CTR-2020-000266,2021-05-02,2021-06-02,Core Platform - Starter,166.92,USD,North America
CUST-000220,CTR-2020-000428,2021-05-02,2021-06-02,Core Platform - Professional,136.29,USD,North America
CUST-000318,CTR-2020-000610,2021-05-02,2021-08-02,Core Platform - Enterprise,13637.03,USD,North America
CUST-000500,CTR-2020-000951,2021-05-02,2021-06-02,Core Platform - Professional,357.17,USD,North America
CUST-000557,CTR-2019-001055,2021-05-02,2021-06-02,Core Platform - Starter,563.72,USD,North America
CUST-000557,CTR-2019-001056,2021-05-02,2021-09-02,Mobile Field App,177.45,USD,North America
CUST-000573,CTR-2021-001088,2021-05-02,2022-03-02,API Gateway,876.22,NZD,APAC
CUST-000843,CTR-2021-001597,2021-05-02,2022-05-02,Core Platform - Professional,671.14,USD,North America
CUST-001015,CTR-2019-001909,2021-05-02,2021-06-02,Core Platform - Professional,194.18,USD,North America
CUST-001253,CTR-2020-002357,2021-05-02,2021-11-02,Core Platform - Enterprise,2508.13,EUR,EMEA
CUST-001337,CTR-2019-002505,2021-05-02,2021-07-02,Core Platform - Professional,2074.54,USD,LATAM
CUST-001337,CTR-2020-002506,2021-05-02,2021-07-02,Sandbox Environment,139.39,USD,LATAM
CUST-001337,CTR-2020-002507,2021-05-02,2021-07-02,Advanced Analytics,378.65,USD,LATAM
CUST-001467,CTR-2020-002752,2021-05-02,2021-07-02,Mobile Field App,100.85,GBP,EMEA
CUST-001473,CTR-2020-002768,2021-05-02,2022-04-02,Premium Support,820.35,EUR,EMEA
CUST-001622,CTR-2020-003051,2021-05-02,2021-12-02,Core Platform - Professional,627.30,NZD,APAC
CUST-002151,CTR-2019-004023,2021-05-02,2022-04-02,Core Platform - Enterprise,2960.26,USD,North America
CUST-002918,CTR-2020-005499,2021-05-02,2022-05-02,Core Platform - Professional,1344.87,GBP,EMEA
CUST-002973,CTR-2021-005615,2021-05-02,2022-05-02,Core Platform - Starter,305.59,CAD,North America
CUST-003025,CTR-2019-005702,2021-05-02,2021-09-02,Advanced Analytics,9014.09,SGD,APAC
CUST-003157,CTR-2019-005941,2021-05-02,2021-09-02,Core Platform - Starter,41.40,GBP,EMEA
CUST-003256,CTR-2020-006118,2021-05-02,2021-06-02,Data Warehouse Sync,148.44,USD,North America
CUST-003365,CTR-2021-006323,2021-05-02,2021-06-02,Workflow Automation,310.86,SEK,EMEA
CUST-003411,CTR-2020-006407,2021-05-02,2021-06-02,Core Platform - Professional,180.66,USD,North America
CUST-003530,CTR-2020-006627,2021-05-02,2021-12-02,Core Platform - Starter,34.96,EUR,EMEA
CUST-003561,CTR-2020-006695,2021-05-02,2022-03-02,Core Platform - Professional,225445.13,INR,APAC
CUST-003606,CTR-2019-006779,2021-05-02,2022-04-02,Core Platform - Starter,80145,JPY,APAC
CUST-000024,CTR-2021-000052,2021-05-03,2022-02-01,Advanced Analytics,6004,JPY,APAC
CUST-000036,CTR-2021-000081,2021-05-03,2021-06-01,Core Platform - Professional,1346.42,EUR,EMEA
CUST-000065,CTR-2021-000135,2021-05-03,2022-04-01,Core Platform - Enterprise,108706.67,AED,EMEA
CUST-000065,CTR-2021-000139,2021-05-03,2022-04-01,Premium Support,9219.25,AED,EMEA
CUST-000070,CTR-2021-000148,2021-05-03,2022-05-01,Advanced Analytics,8468.81,USD,North America
CUST-000072,CTR-2020-000153,2021-05-03,2021-06-01,Mobile Field App,20.10,EUR,EMEA
CUST-000074,CTR-2020-000156,2021-05-03,2021-06-01,Core Platform - Professional,143.63,USD,North America
CUST-000111,CTR-2019-000228,2021-05-03,2021-06-03,Core Platform - Professional,263.33,EUR,EMEA
CUST-000111,CTR-2021-000229,2021-05-03,2021-06-01,Advanced Analytics,38.71,EUR,EMEA
CUST-000115,CTR-2020-000238,2021-05-03,2021-11-03,Data Warehouse Sync,60994,JPY,APAC
CUST-000121,CTR-2019-000244,2021-05-03,2021-08-01,Core Platform - Professional,5308.97,EUR,EMEA
CUST-000179,CTR-2021-000350,2021-05-03,2022-04-01,Core Platform - Starter,89.61,EUR,EMEA
CUST-000204,CTR-2021-000396,2021-05-03,2021-06-01,Core Platform - Starter,152.77,AUD,APAC
CUST-000213,CTR-2020-000416,2021-05-03,2022-03-01,Advanced Analytics,2269.98,SEK,EMEA
CUST-000236,CTR-2021-000454,2021-05-03,2022-01-01,Core Platform - Professional,247.21,USD,North America
CUST-000238,CTR-2021-000456,2021-05-03,2022-05-01,Core Platform - Enterprise,1451612.32,USD,North America
CUST-000241,CTR-2020-000463,2021-05-03,2021-06-01,Core Platform - Professional,1695.40,CAD,North America
CUST-000260,CTR-2020-000501,2021-05-03,2021-06-01,Security & Compliance Suite,1120.23,USD,North America
CUST-000260,CTR-2020-000502,2021-05-03,2021-06-01,Workflow Automation,403.80,USD,North America
CUST-000262,CTR-2019-000505,2021-05-03,2021-07-01,Advanced Analytics,39.10,EUR,EMEA
CUST-000271,CTR-2019-000519,2021-05-03,2021-07-01,Premium Support,2767.85,USD,North America
CUST-000278,CTR-2020-000532,2021-05-03,2021-08-01,Core Platform - Starter,1195.70,BRL,LATAM
CUST-000303,CTR-2019-000578,2021-05-03,2021-06-01,API Gateway,759.76,CAD,North America
CUST-000307,CTR-2019-000584,2021-05-03,2021-12-01,Core Platform - Professional,256.07,USD,North America
CUST-000313,CTR-2020-000600,2021-05-03,2022-02-01,Premium Support,2432.21,USD,North America
CUST-000323,CTR-2021-000624,2021-05-03,2022-05-01,Workflow Automation,293.29,USD,North America
CUST-000340,CTR-2020-000657,2021-05-03,2022-04-01,Core Platform - Professional,124.94,SGD,APAC
CUST-000345,CTR-2021-000670,2021-05-03,2021-06-01,Advanced Analytics,42.05,USD,North America
CUST-000350,CTR-2020-000679,2021-05-03,2021-06-01,Core Platform - Professional,2205.00,USD,North America
CUST-000385,CTR-2021-000751,2021-05-03,2022-02-01,Mobile Field App,507.80,USD,North America
CUST-000397,CTR-2020-000779,2021-05-03,2021-09-01,Core Platform - Starter,98.42,CAD,North America
CUST-000429,CTR-2021-000837,2021-05-03,2024-05-01,Core Platform - Enterprise,1835175.50,AUD,APAC
CUST-000450,CTR-2020-000870,2021-05-03,2021-09-01,Core Platform - Starter,267.34,SGD,APAC
CUST-000553,CTR-2021-001043,2021-05-03,2022-05-01,Core Platform - Professional,1571.92,SEK,EMEA
CUST-000606,CTR-2019-001156,2021-05-03,2021-09-01,Advanced Analytics,86.28,USD,LATAM
CUST-000617,CTR-2020-001179,2021-05-03,2021-06-01,Core Platform - Professional,9569.39,GBP,EMEA
CUST-000635,CTR-2020-001208,2021-05-03,2022-01-01,Premium Support,829.05,USD,North America
CUST-000636,CTR-2019-001209,2021-05-03,2022-01-01,Core Platform - Professional,6566.89,USD,North America
CUST-000649,CTR-2020-001237,2021-05-03,2021-06-01,Core Platform - Professional,188.74,USD,North America
CUST-000651,CTR-2020-001239,2021-05-03,2021-06-01,Core Platform - Enterprise,236768.76,INR,APAC
CUST-000655,CTR-2020-001247,2021-05-03,2022-05-01,Core Platform - Enterprise,4845.21,CAD,North America
CUST-000659,CTR-2020-001255,2021-05-03,2021-10-01,Premium Support,4199.30,AUD,APAC
CUST-000665,CTR-2019-001266,2021-05-03,2021-09-01,Premium Support,304.72,SGD,APAC
CUST-000708,CTR-2021-001348,2021-05-03,2022-04-01,Core Platform - Starter,555.52,GBP,EMEA
CUST-000709,CTR-2021-001349,2021-05-03,2022-03-01,Core Platform - Enterprise,13986.59,EUR,EMEA
CUST-000712,CTR-2021-001354,2021-05-03,2022-05-01,Core Platform - Professional,196.29,USD,North America
CUST-000721,CTR-2020-001374,2021-05-03,2021-06-01,Core Platform - Professional,122.36,USD,LATAM
CUST-000730,CTR-2019-001390,2021-05-03,2022-02-01,Core Platform - Professional,292.29,EUR,EMEA
CUST-000743,CTR-2019-001412,2021-05-03,2021-06-01,Core Platform - Professional,3162.83,USD,North America
CUST-000743,CTR-2020-001413,2021-05-03,2021-12-03,Premium Support,869.80,USD,North America
CUST-000757,CTR-2020-001441,2021-05-03,2022-03-03,Security & Compliance Suite,4751.95,BRL,LATAM
CUST-000757,CTR-2021-001440,2021-05-03,2021-06-01,Premium Support,3437.77,BRL,LATAM
CUST-000788,CTR-2020-001494,2021-05-03,2022-05-03,Core Platform - Starter,632.00,USD,North America
CUST-000789,CTR-2020-001495,2021-05-03,2021-07-01,Core Platform - Professional,149.23,GBP,EMEA
CUST-000796,CTR-2020-001507,2021-05-03,2021-06-03,Core Platform - Starter,105.06,AUD,APAC
CUST-000814,CTR-2021-001538,2021-05-03,2022-04-01,Core Platform - Enterprise,528955,JPY,APAC
CUST-000821,CTR-2020-001549,2021-05-03,2022-02-03,Core Platform - Starter,53.36,AUD,APAC
CUST-000830,CTR-2020-001570,2021-05-03,2022-02-01,Core Platform - Professional,491.18,CHF,EMEA
CUST-000831,CTR-2021-001571,2021-05-03,2021-06-01,Core Platform - Starter,51.64,EUR,EMEA
CUST-000854,CTR-2020-001619,2021-05-03,2021-06-01,Premium Support,639.24,GBP,EMEA
CUST-000857,CTR-2019-001624,2021-05-03,2021-11-01,Core Platform - Professional,3827.78,USD,North America
CUST-000870,CTR-2020-001653,2021-05-03,2021-06-03,Core Platform - Professional,394.78,CAD,North America
CUST-000877,CTR-2020-001662,2021-05-03,2022-04-01,Core Platform - Starter,278.35,CAD,North America
CUST-000882,CTR-2021-001673,2021-05-03,2022-04-01,Core Platform - Starter,124.56,USD,North America
CUST-000955,CTR-2020-001801,2021-05-03,2021-06-01,Core Platform - Starter,274.29,SGD,APAC
CUST-000967,CTR-2021-001821,2021-05-03,2022-04-01,Workflow Automation,829.57,BRL,LATAM
CUST-000973,CTR-2020-001830,2021-05-03,2023-05-03,Core Platform - Enterprise,1106469.05,USD,North America
CUST-000973,CTR-2020-001832,2021-05-03,2022-05-03,Data Warehouse Sync,10896.40,USD,North America
CUST-000973,CTR-2020-001833,2021-05-03,2021-08-01,Workflow Automation,42966.52,USD,North America
CUST-000983,CTR-2019-001850,2021-05-03,2021-06-01,Core Platform - Professional,127.79,CHF,EMEA
CUST-000989,CTR-2020-001862,2021-05-03,2021-07-01,Core Platform - Starter,72.58,GBP,EMEA
CUST-000994,CTR-2021-001870,2021-05-03,2021-06-01,Core Platform - Professional,4455.50,BRL,LATAM
CUST-000995,CTR-2019-001872,2021-05-03,2022-04-01,Core Platform - Starter,57.91,EUR,EMEA
CUST-001024,CTR-2020-001931,2021-05-03,2021-06-01,Core Platform - Professional,6066.30,MXN,LATAM
CUST-001026,CTR-2019-001937,2021-05-03,2021-06-03,Core Platform - Professional,1099.59,GBP,EMEA
CUST-001026,CTR-2021-001938,2021-05-03,2022-02-03,API Gateway,153.96,GBP,EMEA
CUST-001038,CTR-2020-001961,2021-05-03,2021-11-01,Workflow Automation,29.37,USD,North America
CUST-001066,CTR-2019-002020,2021-05-03,2021-07-01,Core Platform - Professional,14365.43,ZAR,EMEA
CUST-001071,CTR-2019-002028,2021-05-03,2021-10-01,Core Platform - Starter,104.08,CAD,North America
CUST-001090,CTR-2021-002071,2021-05-03,2022-04-01,Workflow Automation,128.22,USD,North America
CUST-001110,CTR-2019-002108,2021-05-03,2021-07-01,Core Platform - Professional,788.47,USD,North America
CUST-001114,CTR-2020-002116,2021-05-03,2021-11-03,Data Warehouse Sync,454.87,EUR,EMEA
CUST-001115,CTR-2021-002119,2021-05-03,2022-05-01,API Gateway,261873,JPY,APAC
CUST-001142,CTR-2019-002159,2021-05-03,2022-04-01,Core Platform - Starter,32395.01,INR,APAC
CUST-001144,CTR-2020-002162,2021-05-03,2021-11-03,Core Platform - Professional,268.64,USD,North America
CUST-001147,CTR-2019-002170,2021-05-03,2021-06-03,Core Platform - Professional,154.99,GBP,EMEA
CUST-001164,CTR-2020-002208,2021-05-03,2022-03-01,Core Platform - Professional,439.79,BRL,LATAM
CUST-001229,CTR-2020-002316,2021-05-03,2021-06-01,Core Platform - Starter,684.49,CHF,EMEA
CUST-001253,CTR-2020-002358,2021-05-03,2021-11-01,Premium Support,738.73,EUR,EMEA
CUST-001263,CTR-2021-002378,2021-05-03,2022-05-01,Core Platform - Professional,4267.65,USD,North America
CUST-001273,CTR-2020-002393,2021-05-03,2021-06-01,Core Platform - Professional,1234.64,BRL,LATAM
CUST-001286,CTR-2020-002418,2021-05-03,2022-01-01,Single Sign-On,169.92,GBP,EMEA
CUST-001297,CTR-2021-002434,2021-05-03,2021-06-03,Data Warehouse Sync,192.64,CAD,North America
CUST-001299,CTR-2020-002437,2021-05-03,2021-12-03,Core Platform - Professional,1078.63,USD,North America
CUST-001299,CTR-2021-002438,2021-05-03,2022-03-03,Security & Compliance Suite,1027.36,USD,North America
CUST-001304,CTR-2019-002448,2021-05-03,2021-07-01,Core Platform - Enterprise,15002.64,USD,North America
CUST-001312,CTR-2021-002467,2021-05-03,2022-01-01,Sandbox Environment,73.14,USD,North America
CUST-001318,CTR-2020-002473,2021-05-03,2022-05-01,Core Platform - Professional,671.84,USD,North America
CUST-001327,CTR-2020-002490,2021-05-03,2021-06-01,Core Platform - Starter,52.13,EUR,EMEA
CUST-001347,CTR-2020-002525,2021-05-03,2021-09-01,Core Platform - Starter,72.86,USD,North America
CUST-001399,CTR-2019-002615,2021-05-03,2022-05-01,Core Platform - Enterprise,217951.43,EUR,EMEA
CUST-001399,CTR-2020-002617,2021-05-03,2022-05-01,Workflow Automation,29133.53,EUR,EMEA
CUST-001399,CTR-2021-002616,2021-05-03,2023-05-01,Security & Compliance Suite,20444.67,EUR,EMEA
CUST-001428,CTR-2021-002668,2021-05-03,2022-05-01,Core Platform - Enterprise,125286.52,GBP,EMEA
CUST-001431,CTR-2020-002676,2021-05-03,2022-03-01,Core Platform - Enterprise,12914.81,USD,North America
CUST-001433,CTR-2021-002680,2021-05-03,2022-04-01,Core Platform - Starter,573.09,USD,LATAM
CUST-001454,CTR-2021-002728,2021-05-03,2023-05-03,Core Platform - Professional,66031.26,CAD,North America
CUST-001456,CTR-2020-002730,2021-05-03,2021-12-01,Core Platform - Starter,53.30,USD,North America
CUST-001492,CTR-2019-002802,2021-05-03,2021-06-03,Core Platform - Starter,57.59,USD,North America
CUST-001499,CTR-2020-002816,2021-05-03,2021-11-01,Core Platform - Professional,179.96,EUR,EMEA
CUST-001505,CTR-2019-002829,2021-05-03,2021-08-01,Core Platform - Professional,297.20,USD,North America
CUST-001516,CTR-2019-002850,2021-05-03,2021-06-01,Core Platform - Professional,581.80,EUR,EMEA
CUST-001535,CTR-2020-002888,2021-05-03,2021-06-01,Core Platform - Professional,543.34,USD,North America
CUST-001535,CTR-2020-002889,2021-05-03,2021-06-01,Single Sign-On,83.14,USD,North America
CUST-001554,CTR-2019-002923,2021-05-03,2022-05-01,Core Platform - Starter,2305.08,CAD,North America
CUST-001574,CTR-2019-002962,2021-05-03,2021-06-03,Core Platform - Professional,2102.18,CAD,North America
CUST-001582,CTR-2020-002978,2021-05-03,2021-06-01,Sandbox Environment,124.44,GBP,EMEA
CUST-001587,CTR-2021-002985,2021-05-03,2021-06-01,Core Platform - Professional,551.15,USD,North America
CUST-001588,CTR-2020-002988,2021-05-03,2021-11-01,Workflow Automation,250.24,USD,North America
CUST-001603,CTR-2021-003018,2021-05-03,2021-06-01,Data Warehouse Sync,139.97,EUR,EMEA
CUST-001615,CTR-2020-003039,2021-05-03,2021-08-01,Workflow Automation,548.24,AUD,APAC
CUST-001644,CTR-2021-003092,2021-05-03,2023-05-01,Sandbox Environment,824.26,USD,North America
CUST-001647,CTR-2019-003096,2021-05-03,2021-11-01,Core Platform - Professional,1985.23,USD,North America
CUST-001671,CTR-2020-003139,2021-05-03,2022-04-01,Core Platform - Professional,11604.90,INR,APAC
CUST-001671,CTR-2021-003140,2021-05-03,2022-04-01,Workflow Automation,2383.99,INR,APAC
CUST-001677,CTR-2020-003150,2021-05-03,2022-05-01,Core Platform - Starter,311.12,GBP,EMEA
CUST-001677,CTR-2021-003151,2021-05-03,2022-05-01,Mobile Field App,96.40,GBP,EMEA
CUST-001682,CTR-2020-003160,2021-05-03,2021-06-01,Advanced Analytics,1151.99,USD,North America
CUST-001682,CTR-2020-003161,2021-05-03,2022-05-01,Sandbox Environment,1734.48,USD,North America
CUST-001682,CTR-2020-003162,2021-05-03,2021-11-01,Workflow Automation,1102.11,USD,North America
CUST-001683,CTR-2021-003163,2021-05-03,2022-02-01,Core Platform - Professional,183.97,USD,North America
